name,interface_number,shift_number,swap_number,material_lower,material_lower_primitive_cell,material_lower_percent,material_lower_bulk_n,material_lower_bulk_E_dft,material_lower_bulk_E_mlp,material_lower_termination_min_layer_loc,material_lower_termination_max_layer_loc,material_lower_termination_n_atoms,material_lower_miller_hkl,material_lower_miller_h,material_lower_miller_k,material_lower_miller_l,material_upper,material_upper_primitive_cell,material_upper_bulk_n,material_upper_bulk_E_dft,material_upper_bulk_E_mlp,material_upper_termination_min_layer_loc,material_upper_termination_max_layer_loc,material_upper_termination_n_atoms,material_upper_miller_hkl,material_upper_miller_h,material_upper_miller_k,material_upper_miller_l,material_shift_a,material_shift_b,material_shift_c,material_vector_mismatch_%,material_angle_mismatch_°,material_area_mismatch_%,interface_atoms_n,interface_electron_n,interface_E_dft@dft,interface_E_dft@mlp,interface_E_bulk_form_dft,interface_E_form_delta_dft@dft,interface_E_form_delta_dft@mlp,interface_compute_nodes_dft,interface_compute_time_seconds,interface_compute_time_per_electron_dft,interface_E_mlp@mlp,interface_E_mlp@dft,interface_E_bulk_form_mlp,interface_E_form_delta_mlp@mlp,interface_E_form_delta_mlp@dft,interface_compute_nodes_mlp,interface_compute_time_seconds_mlp,interface_compute_time_per_electron_mlp,mlp_n_times_faster,dft_mlp_rank_distance,fill_colour,is_shift,is_swap,is_valid,is_comparable_dft@dft_mlp@mlp,dft@dft_vs_mlp@mlp_rank_dft,dft@dft_vs_mlp@mlp_rank_mlp,dft@dft_vs_mlp@mlp_rank_distance,dft@dft_vs_mlp@mlp_line_colour,is_comparable_dft@dft_dft@mlp,dft@dft_vs_dft@mlp_rank_dft,dft@dft_vs_dft@mlp_rank_mlp,dft@dft_vs_dft@mlp_rank_distance,dft@dft_vs_dft@mlp_line_colour,is_comparable_mlp@dft_mlp@mlp,mlp@dft_vs_mlp@mlp_rank_dft,mlp@dft_vs_mlp@mlp_rank_mlp,mlp@dft_vs_mlp@mlp_rank_distance,mlp@dft_vs_mlp@mlp_line_colour,is_broken
216_Si72Ge144_013_011_a0.45679_b0.678363_c1.888633_interface4shift6,4,6,6,Si,False,3.7037037037037033,8,-42.60220066,-45.400925,0.125,0.20833,12,013,0,1,3,Ge,False,8,-35.08485951,-38.831661,-0.0275,0.0275,24,011,0,1,1,0.45679,0.678363,1.888633,1.781901121,0.0,2.930998802,216,864,-962.90694035,-1060.679339,-4.855441260625,-4.0982401860185185,-4.5205868194444445,4,,17.10648148148148,-1082.884609,,-5.264536625,-4.62338899537037,,1,,2.4930555555555554,6.861652739090065,,"(0.4588235294117647, 0.07058823529411765, 0.9254901960784314)",True,False,True,True,88,26,62,"(0.7019607843137254, 0.29411764705882354, 0.0)",True,88,16,72,"(0.8156862745098039, 0.1803921568627451, 0.0)",False,,,,,False
72_Si24Ge48_114_001_a0.842105_b0.376543_c1.595639_interface5shift6,5,6,6,Si,False,11.11111111111111,8,-42.60220066,-45.400925,-0.04167,0.04167,4,114,1,1,4,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,0.842105,0.376543,1.595639,4.176024914,0.0,2.319717407,72,288,-309.1686129,-343.144965,-4.855441260625,-3.2150215656944447,-3.5960052638888893,4,,5.416666666666667,-362.827965,,-5.264536625,-3.8693802638888894,,1,,3.517361111111111,1.5399802566633762,,"(0.3843137254901961, 0.2196078431372549, 0.7764705882352941)",True,False,True,True,128,146,18,"(0.12156862745098039, 0.8745098039215686, 0.0)",True,128,128,0,"(0.0, 1.0, 0.0)",False,,,,,False
120_Si72Ge48_011_001_a0.368421_b0.222222_c2.163935_interface6shift2swap8,6,2,2,Si,False,6.666666666666667,8,-42.60220066,-45.400925,-0.02864,0.02864,12,011,0,1,1,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,0.368421,0.222222,2.163935,4.176024914,0.0,2.319717407,120,480,-575.13882892,-623.126924,-4.855441260625,-4.14543140625,-4.490786150000001,4,,6.75,-634.183976,,-5.264536625,-4.582928249999999,,1,,2.125,3.176470588235294,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",True,True,True,True,52,62,10,"(0.1607843137254902, 0.8352941176470589, 0.0)",True,52,50,2,"(0.03529411764705882, 0.9607843137254902, 0.0)",False,,,,,False
84_Si36Ge48_001_011_a0.471698_b0.166667_c1.967213_interface7shift4,7,4,4,Si,False,9.523809523809524,8,-42.60220066,-45.400925,-0.04051,0.04051,6,001,0,0,1,Ge,False,8,-35.08485951,-38.831661,-0.0275,0.0275,8,011,0,1,1,0.471698,0.166667,1.967213,4.176025867,0.0,2.319717407,84,336,-386.32233212,-422.935095,-4.855441260625,-3.6742294279761905,-4.032172726190477,4,,8.547619047619047,-431.918476,,-5.264536625,-4.139117738095239,,1,,1.8482142857142858,4.624798711755234,,"(0.4, 0.18823529411764706, 0.807843137254902)",True,False,True,True,119,136,17,"(0.12156862745098039, 0.8745098039215686, 0.0)",True,119,116,3,"(0.023529411764705882, 0.9725490196078431, 0.0)",False,,,,,False
120_Si72Ge48_011_001_a0.368421_b0.222222_c2.163935_interface6shift7swap6,6,7,7,Si,False,6.666666666666667,8,-42.60220066,-45.400925,-0.02864,0.02864,12,011,0,1,1,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,0.368421,0.222222,2.163935,4.176024914,0.0,2.319717407,120,480,-576.08167221,-623.390787,-4.855441260625,-4.153288433666666,-4.492985008333333,4,,10.216666666666667,-634.729406,,-5.264536625,-4.587473500000001,,1,,3.16875,3.2241946088099933,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",True,True,True,True,22,38,16,"(0.4196078431372549, 0.5764705882352941, 0.0)",True,22,31,9,"(0.2901960784313726, 0.7058823529411765, 0.0)",False,,,,,False
120_Si72Ge48_013_114_a0.308642_b0.076023_c1.486532_interface3shift3,3,3,3,Si,False,6.666666666666667,8,-42.60220066,-45.400925,0.125,0.20833,12,013,0,1,3,Ge,False,8,-35.08485951,-38.831661,-0.04167,0.04167,8,114,1,1,4,0.308642,0.076023,1.486532,1.781901121,0.0,2.930992842,120,480,-519.82900856,-578.613482,-4.855441260625,-3.6845162365833337,-4.1198407999999995,4,,7.516666666666667,-617.058932,,-5.264536625,-4.44021955,,1,,4.408333333333333,1.7051039697542534,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",True,False,True,True,112,125,13,"(0.10196078431372549, 0.8941176470588236, 0.0)",True,112,112,0,"(0.0, 1.0, 0.0)",False,,,,,False
120_Si72Ge48_011_001_a0.368421_b0.222222_c2.163935_interface6shift1swap3,6,1,1,Si,False,6.666666666666667,8,-42.60220066,-45.400925,-0.02864,0.02864,12,011,0,1,1,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,0.368421,0.222222,2.163935,4.176024914,0.0,2.319717407,120,480,-574.88490824,-622.721507,-4.855441260625,-4.143315400583333,-4.487407674999999,4,,5.875,-634.096075,,-5.264536625,-4.582195741666667,,1,,2.845833333333333,2.0644216691068813,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",True,True,True,True,60,75,15,"(0.2, 0.8, 0.0)",True,60,72,12,"(0.16470588235294117, 0.8313725490196079, 0.0)",False,,,,,False
84_Si36Ge48_001_011_a0.471698_b0.006173_c1.967213_interface7shift3,7,3,3,Si,False,9.523809523809524,8,-42.60220066,-45.400925,-0.04051,0.04051,6,001,0,0,1,Ge,False,8,-35.08485951,-38.831661,-0.0275,0.0275,8,011,0,1,1,0.471698,0.006173,1.967213,4.176025867,0.0,2.319717407,84,336,-386.3317813,-422.934215,-4.855441260625,-3.6743419182142856,-4.03216225,4,,8.75,-431.91881,,-5.264536625,-4.139121714285714,,1,,1.6369047619047619,5.345454545454546,,"(0.4, 0.18823529411764706, 0.807843137254902)",True,False,True,True,116,133,17,"(0.12549019607843137, 0.8705882352941177, 0.0)",True,116,117,1,"(0.00784313725490196, 0.9882352941176471, 0.0)",False,,,,,False
120_Si72Ge48_011_001_a0.368421_b0.222222_c2.163935_interface6shift8swap5,6,8,8,Si,False,6.666666666666667,8,-42.60220066,-45.400925,-0.02864,0.02864,12,011,0,1,1,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,0.368421,0.222222,2.163935,4.176024914,0.0,2.319717407,120,480,-575.85443327,-623.304282,-4.855441260625,-4.151394775833333,-4.492264133333333,4,,9.716666666666667,-632.721433,,-5.264536625,-4.570740391666667,,1,,1.6458333333333333,5.903797468354431,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",True,True,True,True,28,83,55,"(0.6588235294117647, 0.33725490196078434, 0.0)",True,28,36,8,"(0.2196078431372549, 0.7764705882352941, 0.0)",False,,,,,False
120_Si72Ge48_011_001_a0.0_b0.0_c0.0_interface6shift1swap5,6,1,1,Si,False,6.666666666666667,8,-42.60220066,-45.400925,-0.02864,0.02864,12,011,0,1,1,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,0.0,0.0,0.0,4.176024914,0.0,2.319717407,120,480,3769.69824391,95651.339407,-4.855441260625,32.06154420066667,797.796433275,4,,33.6,-624.803073,,-5.264536625,-4.504754058333333,,1,,8.1,4.148148148148149,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",False,True,False,True,143,110,33,"(0.22745098039215686, 0.7686274509803922, 0.0)",True,143,141,2,"(0.011764705882352941, 0.984313725490196, 0.0)",False,,,,,False
120_Si72Ge48_011_001_a0.368421_b0.222222_c2.163935_interface6shift4,6,4,4,Si,False,6.666666666666667,8,-42.60220066,-45.400925,-0.02864,0.02864,12,011,0,1,1,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,0.368421,0.222222,2.163935,4.176024914,0.0,2.319717407,120,480,-578.23961617,-624.467812,-4.855441260625,-4.1712713,-4.501960216666666,4,,4.75,-634.408087,,-5.264536625,-4.584795841666666,,1,,1.4916666666666667,3.184357541899441,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",True,False,True,True,15,54,39,"(0.7215686274509804, 0.27450980392156865, 0.0)",True,15,26,11,"(0.4196078431372549, 0.5764705882352941, 0.0)",False,,,,,False
120_Si72Ge48_011_001_a0.368421_b0.222222_c2.163935_interface6shift3swap4,6,3,3,Si,False,6.666666666666667,8,-42.60220066,-45.400925,-0.02864,0.02864,12,011,0,1,1,Ge,False,8,-35.08485951,-38.831661,-0.03888,0.03888,8,001,0,0,1,0.368421,0.222222,2.163935,4.176024914,0.0,2.319717407,120,480,-575.14801168,-622.952589,-4.855441260625,-4.14550792925,-4.489333358333332,4,,5.4,-631.85641,,-5.264536625,-4.563531866666667,,1,,2.002083333333333,2.697190426638918,,"(0.43137254901960786, 0.13333333333333333, 0.8666666666666667)",True,True,True,True,48,103,55,"(0.5333333333333333, 0.4627450980392157, 0.0)",True,48,55,7,"(0.12549019607843137, 0.8705882352941177, 0.0)",False,,,,,False
